item_name,category_name
f saff sıvı el sabunu hindistan cevizli 500ml,duş banyo
konya seker naylon torba 1000 gr,çay kahve
nestle nesquik mısır gevr.250 gr,kahvaltılık
ülker kremini 50 gr portakal,sakız şekerleme
first sensations gün isigi 27 gr,sakız şekerleme
dr.oetker k.tozu 15li poset,toz tatlı
elma iri,meyve
elma eksi,meyve
dr.oetker tatli sos pisirmeden çikolatali 72  gr,toz tatlı
uludağ madensu fruttc max vitamin 6'li,su madensuyu
uludağ madensu frutti limon 200ml 6'li,su madensuyu
super fresh mısır 450 gr,dondurulmuş gida
pınar pizza 4lu eko paket,dondurulmuş gida
ipek kulak cubugu 100 lu,makyaj malzemeleri
muz,meyve
dr.oetker vanilya 5li poset,toz tatlı
barilla pipette bukle 500 gr,makarna
dove sac kremi 400ml isiya karsi,saç bakım
bizim makarna arpa sehriye 500 gr,makarna
filiz arpa sehriye 500 gr,makarna
filiz makarna boncuk 500 gr,makarna
duru 600ml sac kremi tum saclar,saç bakım
arbella dirsek makarna 500gr,makarna
arbella burgu makarna 500gr,makarna
mantar paket,sebze
pastavilla makarna buket 500 gr.,makarna
nivea roll-on 50 ml dry comfort,parfüm deodorant
nivea roll-on dry impact plus men,parfüm deodorant
pastavilla makarna kelebek 500gr.farf,makarna
blendax 700ml saç kremi papatya özlü,saç bakım
filiz makarna dirsek 500 gr,makarna
filiz makarna spaghetti 500 gr,makarna
bizden irmik 500 gr,makarna
solen chocodan 125 gr,çikolata gofret
ülker metro yer fistigi 40gr,çikolata gofret
eti uzun çikolata keyfi 40gr antep fıstıklı,çikolata gofret
milka bonibon 27 gr,çikolata gofret
solen ozmo cornet 4 al 3 ode,çikolata gofret
ülker albeni 47 gr,çikolata gofret
ülker hobby sutlu kokolin kap. 32 gr,çikolata gofret
dana kiymalik kg.,kirmizi et
sutas yogurt 2000 gr kaymakli,yoğurt
sutas yogurt 1250 gr kaymakli,yoğurt
içim dogal yogurt 2250gr,yoğurt
yorsan ev tipi 2 kg yogurt,yoğurt
elma lux amasya,meyve
dr.oetker vanilya aromasi 8ml,toz tatlı
nogay super zeytin,zeytin
nogay yağli sele 1,zeytin
cook strec film 15m polietilen,mutfak eşya gereçleri
besler hünkar kangal 220 gr,et şarküteri
besler pilic kokteyl sosis 280gr,et şarküteri
besler kangal sucuk kg,et şarküteri
nogay yesil cizik zeytin iri,zeytin
cook buzdolabi poseti 24*38,mutfak eşya gereçleri
arko tras kremi 100 gr.regular,traş malzemeleri
turp,sebze
patlican,sebze
arbella yuksuk makarna 500gr,makarna
bizim mutfak corba sehriyeli tavuk,corba bulyon
bizim mutfak corba ezogelin 74gr,corba bulyon
knorr cabuk corba dom.kitir 22gr.,corba bulyon
ülker makarnexks acili domates soslu,makarna
arbella spaghetti makarna 500gr,makarna
dana gulas,kirmizi et
sek yogurt t.yağli 500 gr,yoğurt
kuzu but,kirmizi et
sek yarim yağli yoğurt 2000 gr,yoğurt
ülker metro buyuk boy 60 gr,çikolata gofret
solen ozmo hoxi poxi 40 gr,çikolata gofret
kinder surprise 3lu,çikolata gofret
nestle 80 gr bitter çikolata109,çikolata gofret
ülker napoliten sutlu ciko 33 gr,çikolata gofret
ülker çikolatali gofret 5li,çikolata gofret
solen ozmo go 30 gr,çikolata gofret
arbella kalem kesme makarna 500gr,makarna
ankara tel sehriye 500gr,makarna
she roll-on is happy 40ml,parfüm deodorant
she roll-on is fun 40ml,parfüm deodorant
pastavilla iri arpa sehriye 500 gr.,makarna
bizim mutfak corba mercimek,corba bulyon
f neffis aycicek yaği 5 lt,sıvı yağlar
sinangil un 1 kg.,unlu mamüller
çaykur rize turist çayi 1 kg+500 gr,çay kahve
saruhan rize çayi 1000gr,çay kahve
çaykur demlik poseti 40 adet,çay kahve
coffee mate 200 gr eko paket,çay kahve
doğuş rize harmani çay 100gr,çay kahve
hekimoglu un 1kg,unlu mamüller
emek aycicek yağ 5lt eko.pet şişe,sıvı yağlar
çaykur altinbas çay 200 gr.,çay kahve
emek aycicek yağ 3 lt pet,sıvı yağlar
neutrogena el kremi parfumsuz 56 ml,vucut el bakimı
ülker cokokrem kase 180gr.-53-,kahvaltılık
f neffis sade tahin helvasi 500 gr,kahvaltılık
nestle chokella 500 gr,kahvaltılık
nutella findik ezmesi 400 gr,kahvaltılık
dr.oetker sakızli muhallebi 150 g,toz tatlı
içim krema 200 ml,toz tatlı
saten ağda bezi ve spatula,makyaj malzemeleri
portakal sikmalik,meyve
halk corba sebze,corba bulyon
halk corba yayla,corba bulyon
carte dor puding muzlu 123 gr,unlu mamüller
savas 5 li lavas ekmegi,unlu mamüller
sultan tereyağli tost 500gr.,unlu mamüller
altin cezve sutlu salep 300 gr,çay kahve
karmez galate unu 250 gr,unlu mamüller
halk puding kakaolu 150gr,unlu mamüller
yedoy tuzlu kuru pasta,unlu mamüller
bizden pirinç unu sade 250 gr,unlu mamüller
altin cezve toz icecek nane limon 300 gr,çay kahve
knorr bulyon 12 tablet et,corba bulyon
halk marshmallow hindistan cevizli 12li,büskivi çerez
ülker gofret deluxe 220 gr kakaolu,büskivi çerez
halk petibor 800 gr,büskivi çerez
eti sultani biskuvi 3 lu 390 gr,büskivi çerez
eti negro kakao kremali bis. 273 gr,büskivi çerez
eti 70gr karamelli sutlu çik.keyfi,büskivi çerez
eti crax cubuk kraker 36 gr,büskivi çerez
eti negro kakaolu 91 gr,büskivi çerez
eti form light 67 gr.mısır ve prinç patlagi,büskivi çerez
ülker kekstra 35gr.çilek,büskivi çerez
ülker dankek 8 kek çikolata çilek,büskivi çerez
ülker ikram 102 kakao/findik 100gr,büskivi çerez
ülker kekstra konfeti 35gr çikolatali,büskivi çerez
luppo sandvic kek 8'li sutlu,büskivi çerez
ülker hanimeller 3'lu,büskivi çerez
mavi yesil mısır pirinv citiri 40 gr,büskivi çerez
ülker dankek rulo pasta 255 gr çikolatali,büskivi çerez
ülker cola turka 3 lt,gazli içecek
"coca cola 2,5 lt. eko boy",gazli içecek
"fanta 1,5 lt portakal pet sise",gazli içecek
"fanta portakal 2,5lt",gazli içecek
mujde super ince 57 dizalti,iç giyim aksesuar
"coca cola 1,5 lt. pet sise",gazli içecek
pepsi 1lt light pet sise,gazli içecek
coca cola 250 ml tnk,gazli içecek
"uludağ portakalli 1,5 lt.",gazli içecek
pepsi 330 ml tnk,gazli içecek
sayan bigiy dikissiz corap,iç giyim aksesuar
cappy saf portakal suyu 1/1 lt,gazsız içecek
pınar m.suyu 200 ml port+seft,gazsız içecek
pınar madran su 500ml sirinler sporcu k.,su madensuyu
arko nem kremli sabun 100gr.,duş banyo
h.sakir sab.beyaz 4lu gul,duş banyo
duru 4lu guzellik sabun saf ve dogal 360 gr,duş banyo
colgate d.f.üclü etki,ağız bakim
persil 5 kg expert gül,çamaşır yikama
cif sıvı krem 750 ml amonyakli kokulu,ev temizleyici
alomatik 7 kg canli renkler,çamaşır yikama
mr.muscle mutf.temz.yedek 750ml,ev temizleyici
mr.muscle banyo 750 ml puskurtmeli,ev temizleyici
tropicana m.suyu 1 lt visne,gazsız içecek
tropicana m.suyu 1 lt seftali,gazsız içecek
sek ayran 300gr,günlük içecek
sek meyve su 1 lt mango aromali,gazsız içecek
içim link aroma 250ml çilek,gazsız içecek
senpilic piliç salam 850 gr,et şarküteri
pınar ac bitir macar salam 60 gr,et şarküteri
pınar solen macar fıstıklı salam,et şarküteri
yaren renga mor tuzluk,mutfak eşya gereçleri
pınar solen macar salam,et şarküteri
mega yağli sele zeytin,zeytin
gozde macar salam kg,et şarküteri
sutas ayran 330 ml şişe ayran,günlük içecek
saka su 0.5lt,su madensuyu
pınar madran su 1.5 lt,su madensuyu
dove cream bar restore sabun 100 gr.,duş banyo
dove cream bar sabun 100 gr.salata ozlu,duş banyo
cillit bang 750 ml ultra çamaşır suyu,ev temizleyici
bingosil krem 470ml.limonlu yeni,ev temizleyici
bingosil krem 750ml+750 2.si %50 bedava,ev temizleyici
ariel matik 5 kg parlak renkler 3d actives,çamaşır yikama
bingosil krem 470ml.cicek isilti,ev temizleyici
eti petibor 200 gr,büskivi çerez
eti sultani biskuvi 138 gr,büskivi çerez
eti kepekli burcak 125 gr,büskivi çerez
eti form yulafli kepekli 45 gr,büskivi çerez
eti burcak mini 40 gr,büskivi çerez
eti crax peynirli cubuk 136 gr,büskivi çerez
eti burcak 3 lu 399 gr,büskivi çerez
sutas sutaski sut 500 gr,süt
sutas sut 500 ml sise sut,süt
pınar sut 200ml,süt
pınar sut ilk adim cocuk 1/2,süt
ülker cizi kraker 65 gr,büskivi çerez
saray wablo kakaolu gofret 45 gr,büskivi çerez
saray chocolips 3'lu kap.dol.kek,büskivi çerez
saray tat pare meyveli kek 150 gr,büskivi çerez
tadelle gofret 35gr,büskivi çerez
ülker cubuk kraker 36 gr,büskivi çerez
bien croissant kakaolu 50gr,büskivi çerez
dr.oetker puding çikolata parç 115gr,unlu mamüller
karmez sandvic ekmek 6 li,unlu mamüller
oztemizel kir kirak galeta susamli 200 gr,unlu mamüller
uno kruvasan cikalata kremali 300 gr,unlu mamüller
altin cezve toz icecek kusburnu 300 gr,çay kahve
altin cezve toz icecek kivi 300 gr,çay kahve
karmez hamburger susamli 8 li,unlu mamüller
umit galeta unu 250 gr,unlu mamüller
nisasta 1kg,unlu mamüller
omo matik 5kg active,çamaşır yikama
isil tuz 3000 gr,tuz baharat
signal d.f. performans,ağız bakim
protex sabun 75 gr ultra,duş banyo
dove cream bar sabun 100 gr.,duş banyo
pınar doyum salam 225 gr.,et şarküteri
nohut,bakliyat
k.plast buzd.poseti orta 30ad,mutfak eşya gereçleri
cook alum.folyo 10 m strec film hediye,mutfak eşya gereçleri
danone danette 2'lim 4 lu ciko-sutlu,sütlü tatlılar dondurma
f saff plastik kasik 10 adet,mutfak eşya gereçleri
f saff plastik çatal 10 adet,mutfak eşya gereçleri
bağdat limon tuzu 60gr,tuz baharat
tat fasulye cam 680gr,hazır yemekler
tamek bamya tombul 825 gr tnk yeni,hazır yemekler
ipek samp.600ml boyali saç 2'si 1 arada gül,saç bakım
kar patos 66 gr. peynir li,büskivi çerez
patos barbekulu 97 gr,büskivi çerez
kar cipso ketcap 100 gr,büskivi çerez
tamek ev tipi aci biber sosu 580 ml,hazır yemekler
içim ucgen peynir 8 porsiyon,peynir
derya tamyağli beyaz peynir,peynir
sek gunluk sut 200 ml,süt
cafe crown 2 u 1 findikli,çay kahve
cafe crown latte,çay kahve
sener recel 380 gr visne,kahvaltılık
balparmak 460gr suzme cicek bali,kahvaltılık
sener recel 380 gr bogurtlen,kahvaltılık
nescafe 2 i 1 arada 18 gr,çay kahve
cp 30 lu yumurta lurch,yumurta
koska recel kusburnu 380 gr,kahvaltılık
bref wc power balls 53 gr ocean,ev temizleyici
sutas labne 400 gr,peynir
içim beyaz peynir 500gr,peynir
içim beyaz peynir 1000gr,peynir
pınar ucgen peynir sade 8li,peynir
pınar kido muzlu sut 200 ml,süt
pınar kido çilekli sut 200 ml,süt
derya cecil peyniri 200 gr,peynir
içim suzme peynir 500 gr.,peynir
elidor 350ml şamp. altin mükemmel düz,saç bakım
tat domates salcasi teneke 430,hazır yemekler
k.kukrer limon sosu 250ml,hazır yemekler
farell oda kokusu trigerli kavun,ev temizleyici
bref power sprey mutfak 500 ml,ev temizleyici
f saff plastik tabak buyuk boy 10 adet,mutfak eşya gereçleri
k.plast buzd.poseti 20ad buyuk,mutfak eşya gereçleri
k.plast profesyonel cop torbasi battal 10 lu,mutfak eşya gereçleri
signal beyaz guc 125ml yesil elma ferahligi,ağız bakim
philips12w=57 wtornado cool daylight,elektronik
philips ampul 40 wt,elektronik
gurova tam yağli beyaz peynir,peynir
içim labne 750 gr,peynir
duracell turbo max 2 li ince pil,elektronik
yorsan orgu peyniri 250 gr,peynir
tat domates salcasi 170 gr,hazır yemekler
tamek salcacik paket 135gr,hazır yemekler
içim labne 200gr,peynir
içim smart 200ml çilekli sut,süt
nescafe classic 100 gr eko paket,çay kahve
shazili hazır sutlu turk kahvesi sade,çay kahve
shazili hazır sutlu turk kahvesi sekerli,çay kahve
shazili salep 24gr,çay kahve
ngs kemal pasa tatlisi,unlu mamüller
jacobs monarch eko 100 gr kahve,çay kahve
cafe crown 2in1 sekersiz,çay kahve
nescafe 3 in 1 findik 18 gr,çay kahve
nescafe gold 2 gr,çay kahve
koftelik bulgur,bakliyat
fidanlar cam fistigi 30 gr,tuz baharat
colgate total 100ml p.beyazlik 1 alana 1bedava,ağız bakim
danone danino çilekli 6 li 2011,sütlü tatlılar dondurma
sutas gunluk sut 1 lt şişe,süt
elseve 700 ml ince hacimsiz sonuk kalici dolgunluk,saç bakım
tat bezelye 500 gr. no:3,hazır yemekler
patos rolls 136 gr,büskivi çerez
k.kukrer limon sosu 1lt,hazır yemekler
head shoulders 500 gr komple bakim,saç bakım
sek aroma sut kakaolu 200ml,süt
sutas light beyaz peynir 700gr,peynir
sutas suzme beyaz peynir 250 gr,peynir
philips ampul 25 wt,elektronik
duracell aa kalem pil 2'li,elektronik
f saff yağli pisirme kagidi,mutfak eşya gereçleri
mr.muscle lavabo ac 1lt sıvı,ev temizleyici
sitil premium parlatici kutu sünger siyah,ev temizleyici
bağdat kirmizipulbiber 80gr,tuz baharat
bağdat hindistan cevizi  kilitli eko poset 175gr,tuz baharat
kent missbon tereyağli 43gr,sakız şekerleme
bigbabol box karpuz sakız 40gr,sakız şekerleme
ülker kellogg`s coco pops 250gr,kahvaltılık
beyaz leblebi,büskivi çerez
sutas yayik tereyağ 500 gr,tereyağ margarin
sutas yayik tereyağ 250 gr.,tereyağ margarin
sabah paket margarin 250 gr.,tereyağ margarin
terem yağ gurme kaymakli kase 500 gr.,tereyağ margarin
sana paket margarin 250gr.,tereyağ margarin
becel margarin kase 250 gr.omega,tereyağ margarin
golpazari bufe tost 700 gr,peynir
ülker kellogg`s special k kraker domates,kahvaltılık
doğuş kup seker 1kg 405 adet,çay kahve
kent jelibon 100 gr.cola,sakız şekerleme
konya kup seker 405 adet 1 kg,çay kahve
bizden baldo pirinç 1kg,bakliyat
argem japon kurdan 600'lu,mutfak eşya gereçleri
persil jel 1125gr gülün büyüsü,çamaşır yikama
calgon toz 500 gr doypack,çamaşır yikama
f saff yüzey temizleyici 1lt cicek fer.,ev temizleyici
f saff yumusatici 1 lt. bahar,çamaşır yikama
protex pro bakim 300 ml,duş banyo
pam sıvı sabun 400ml lavanta,duş banyo
huggies maxi kiz 46'li,çocuk bezleri
canbebe mini extra large 6,çocuk bezleri
prima 4 premcare 7-18kg.46 adet,çocuk bezleri
prima act baby mega maxi 11-25kg,çocuk bezleri
canbebe ikiz m.plus 9-20kg ultra koruma,çocuk bezleri
permasharp 5 li biçak,traş malzemeleri
argem lavabo acici 2'li kutu,mutfak eşya gereçleri
peyman bahçeden kuru erik,büskivi çerez
ceviz ici ozel,büskivi çerez
badem,büskivi çerez
tat mayonez 430 gr,hazır yemekler
biberes ev acikasi 200 gr,hazır yemekler
tadım favori ringo 200 gr,büskivi çerez
tadım antep fistigi 200gr,büskivi çerez
mısır cerezi soslu,büskivi çerez
tat mayonez 500 gr cam,hazır yemekler
loreal sac boyası 8,saç bakım
peyman yer fistigi 70 gr,büskivi çerez
peyman kokteyl 335 gr,büskivi çerez
tadım findik ici 200gr,büskivi çerez
kebir tereyağ 500 gr. tuzsuz,tereyağ margarin
becel tereyağ keyfi kase 250 gr,tereyağ margarin
içim tereyaği 1kg.,tereyağ margarin
becel zeytinyağli kase 250gr,tereyağ margarin
bingosoft 6 lt lavanta ruzgari yumusatici,çamaşır yikama
bingosoft 6 lt bahar uyanisi yumusatici,çamaşır yikama
bingosil fresh 1lt pembe dusler,ev temizleyici
fabuloso 900 ml cam,ev temizleyici
"selin hijyen max 650ml.2,urun %50 ind.",duş banyo
f saff sıvı el sabunu deniz esintisi 1000ml,duş banyo
ülker golf sizin icin çilek 1 lt,sütlü tatlılar dondurma
bingosoft 2 lt bahar uy.yumusatici,çamaşır yikama
marc deo 2 li firsat paketi,ev temizleyici
cif oksi jel aktif lavanta3lt,ev temizleyici
fax sıvı el sabunu 2 kg gül,duş banyo
f saff sıvı el sabunu meyve aromali 1000ml,duş banyo
first sensations çilek rüyasi 27 gr,sakız şekerleme
vivident czd damla sakızli 14 adet 26gr,sakız şekerleme
prenses sekilli kup seker 500gr,çay kahve
ülker oneo sakız çilek,sakız şekerleme
kent jelibon tamtam 100 gr meyve sulu,sakız şekerleme
rocco siki seker nane 19.5gr,sakız şekerleme
vita bitkisel susuz yağ 5lt,sıvı yağlar
bigbabol sekerli sakız kavun 27gr,sakız şekerleme
ülker oneo sakız 27 gr nane aroma,sakız şekerleme
peyman citliyo 50gr. daha tuzlu,büskivi çerez
tadım tadımca antep fıstıklı 30 gr,büskivi çerez
ipek kulak cubugu 200 lu,bebek bakim
uno denge light ekmek 550 gr,unlu mamüller
uno sandviç 7li 455 gr,unlu mamüller
uno premium çok tahilli ekmek 460 gr,unlu mamüller
eti pop kek goa findikli 58 gr,büskivi çerez
eti browni kakao kek 40gr,büskivi çerez
eti maximus sutlu yer fis. nuga bar 40 gr,büskivi çerez
eti petito ayicik 12 gr,büskivi çerez
saray citir peynirli kraker 4!lu,büskivi çerez
saray crasante sebzeli kraker 60 gr,büskivi çerez
ülker rulo kat eko paket 250gr tnk,büskivi çerez
ülker hanimeller asorti poset,büskivi çerez
eti cin joleli biskuvi portakal,büskivi çerez
eti puf hindistan cvz 18 gr.,büskivi çerez
eti top kek çilekli 40 gr,büskivi çerez
knorr bulyon 24tablet 7 bedava tavuk,corba bulyon
halk mini kek 10'lu poset meyveli,büskivi çerez
saray tat pare meyveli kek 4'lu,büskivi çerez
halk coco pasta 22 gr,büskivi çerez
halk duble gofret findikli 140gr,büskivi çerez
halk kek meyveli 150gr,büskivi çerez
ülker dankek dilim kakolu 25gr,büskivi çerez
ülker halley mini granurlu,büskivi çerez
eti tutku biskuvi poset 140 gr,büskivi çerez
eti crax cok ince biberli-kekikli kraker 40gr,büskivi çerez
h.sakir guzl sab.5li cicek buketi 375gr,duş banyo
sek meyve su 1 li visne,gazsız içecek
dove cream bar sabun 100 gr shea butter,duş banyo
duru turk hamami 125gr*4,duş banyo
"saka su 1,5 litre",su madensuyu
"kay su 0,5 lt",su madensuyu
bingo ov 500 gr. klorlu,ev temizleyici
"omo matik 1,5 kg domestos etkili",çamaşır yikama
pınar sut 1 lt. extra light,süt
pınar sut extra light 500ml,süt
eti puf kakaolu 18 gr.,büskivi çerez
eti wanted karamelli ve pirinç patlakli 40 gr,büskivi çerez
eti kremali biskuvi 77gr,büskivi çerez
eti susamli cubuk kraker 136 gr,büskivi çerez
koska keciboynuzu 700gr.pekmez,kahvaltılık
oztemizel kir kirak galeta kepekli 200 gr,unlu mamüller
karmez lavas10 ad*600 gr.,unlu mamüller
altin cezve toz icecek muz 300 gr,çay kahve
altin cezve toz icecek portakal 300 gr,çay kahve
eti form limon lifli kepekli biskuvi 50 gr,büskivi çerez
eti browni kek 200 gr,büskivi çerez
eti hosbes gofret findikli 40gr,büskivi çerez
eti sutlu napoliten 33 gr,büskivi çerez
ülker rulokat 42gr 190,büskivi çerez
uno buyuk tost ekmegi pk 670gr,unlu mamüller
sultan kepekli koy ekmegi,unlu mamüller
carte dor tavukgogsu 143 gr,unlu mamüller
carte dor supangle 153 gr,unlu mamüller
dr.oetker puding bitter çikolatali 111 gr,unlu mamüller
dr.oetker puding çikolatali fndk 115gr,unlu mamüller
bingo 5 kg automat isiltili renkler,çamaşır yikama
gurallar art craft cam cerezlik 6'li,mutfak eşya gereçleri
pınar kahvaltılık salam 250 gr,et şarküteri
pınar m.suyu 200ml visne,gazsız içecek
sutas ayran 2 lt,günlük içecek
colgate kids 2 df.,ağız bakim
sutas ayran 1 lt,günlük içecek
h.sakir banyo sab. 175 gr.lavanta,duş banyo
ülker dore sutlu çikolatali bis.93 gr,büskivi çerez
ülker gofret 220 gr findikli,büskivi çerez
halk figaro bitter cik. gofret 35 gr,büskivi çerez
ülker dankek h.cevizli 48gr,büskivi çerez
ülker altinbasak light-116-,büskivi çerez
sutas sut 200 ml,süt
lavache quirit krem peynir 300 gr,peynir
maggi etsu geleneksel 12 li,corba bulyon
ülker metro 36 gr.-350-,çikolata gofret
ülker albeni atistirmalik 80gr,çikolata gofret
ülker 80gr a.fıstıklı çikolata 254,çikolata gofret
milka 80gr antep fistik cikolt,çikolata gofret
kent missbon çikolatali,bayramlik
dr.oetker krem santi 4lu poset,toz tatlı
mayhoş nar,meyve
greyfurt,meyve
besler piknik sucuk 220gr,et şarküteri
pınar klasik kangal sucuk 225 gr.,et şarküteri
inka soslu yesil zeytin kg,zeytin
inka yesil biberli zeytin kg,zeytin
pastavilla makarna spagetti 500 gr.,makarna
elseve 360ml.sac kremi ari sütü,saç bakım
pantene s.krem 400gr dogalsentez 2012,saç bakım
arbella carliston makarna 500gr,makarna
ankara makarna spagetti 500gr,makarna
ankara makarna bamya 500gr,makarna
serac elekt.supurge torbasi,mutfak eşya gereçleri
inka oorjinal siyah zeytin kg,zeytin
maret kokteyl pilic sosis 250 gr,et şarküteri
dr.oetker vanilya 10lu,toz tatlı
sesu ilik ağda turuncu,makyaj malzemeleri
sesu ağda bezi poset 10adet,makyaj malzemeleri
pınar milfoy hamuru 10ad.500gr,dondurulmuş gida
